time,close,Volume
2013-12-02,2277,NaN
2014-01-01,1110,NaN
2014-02-03,1258,NaN
2014-03-03,1362,NaN
2014-04-01,943,NaN
2014-05-01,934,NaN
2014-06-02,850,NaN
2014-07-01,755,NaN
2014-08-01,1147,NaN
2014-09-01,1063,NaN
2014-10-01,1428,NaN
2014-11-03,1153,NaN
2014-12-01,782,NaN
2015-01-01,608,NaN
2015-02-02,540,NaN
2015-03-02,602,NaN
2015-04-01,591,NaN
2015-05-01,589,NaN
2015-06-01,800,NaN
2015-07-01,1131,NaN
2015-08-03,903,NaN
2015-09-01,900,NaN
2015-10-01,721,NaN
2015-11-02,584,NaN
2015-12-01,478,NaN
2016-01-01,317,NaN
2016-02-01,329,NaN
2016-03-01,429,NaN
2016-04-01,703,NaN
2016-05-02,612,NaN
2016-06-01,660,NaN
2016-07-01,656,NaN
2016-08-01,711,NaN
2016-09-01,875,NaN
2016-10-03,857,NaN
2016-11-01,1204,NaN
2016-12-01,961,NaN
2017-01-02,800,NaN
2017-02-01,859,NaN
2017-03-01,1297,NaN
2017-04-03,1109,NaN
2017-05-01,878,NaN
2017-06-01,901,NaN
2017-07-03,946,NaN
2017-08-01,1184,NaN
2017-09-01,1356,NaN
2017-10-02,1522,NaN
2017-11-01,1578,NaN
2017-12-01,1366,NaN
2018-01-01,1152,NaN
2018-02-01,1192,NaN
2018-03-01,1055,NaN
2018-04-02,1341,NaN
2018-05-01,1090,NaN
2018-06-01,1385,NaN
2018-07-02,1747,NaN
2018-08-01,1579,NaN
2018-09-03,1540,NaN
2018-10-01,1490,NaN
2018-11-01,1231,NaN
2018-12-03,1271,NaN
2019-01-01,668,NaN
2019-02-01,658,NaN
2019-03-01,689,NaN
2019-04-01,1011,NaN
2019-05-01,1096,NaN
2019-06-03,1354,NaN
2019-07-01,1868,NaN
2019-08-01,2378,NaN
2019-09-02,1823,NaN
2019-10-01,1731,NaN
2019-11-01,1528,NaN
2019-12-02,1090,NaN
2020-01-01,487,NaN
2020-02-03,535,NaN
2020-03-02,626,NaN
2020-04-01,635,NaN
2020-05-01,504,NaN
2020-06-01,1799,NaN
2020-07-01,1350,NaN
2020-08-03,1488,NaN
2020-09-01,1725,NaN
2020-10-01,1283,NaN
2020-11-02,1227,NaN
2020-12-01,1366,NaN
2021-01-01,1452,NaN
2021-02-01,1675,NaN
2021-03-01,2046,NaN
2021-04-01,3053,NaN
2021-05-03,2596,NaN
2021-06-01,3383,NaN
2021-07-01,3292,NaN
2021-08-02,4132,NaN
2021-09-01,5167,NaN
2021-10-01,3519,NaN
2021-11-01,3018,NaN
2021-12-01,2217,NaN
2022-01-03,1418,NaN
2022-02-01,2040,NaN
2022-03-01,2358,NaN
2022-04-01,2404,NaN
2022-05-02,2566,NaN
2022-06-01,2240,NaN
2022-07-01,1895,NaN
2022-08-01,965,NaN
2022-09-01,1760,NaN
2022-10-03,1463,NaN
2022-11-01,1355,NaN
2022-12-01,1515,NaN
2023-01-02,681,NaN
2023-02-01,990,NaN
2023-03-01,1389,NaN
2023-04-03,1576,NaN
2023-05-01,977,NaN
2023-06-01,1091,NaN
2023-07-03,1127,NaN
2023-08-01,1086,NaN
2023-09-01,1701,NaN
2023-10-02,1459,NaN
2023-11-01,2937,NaN
2023-12-01,2094,NaN
2024-01-01,1398,NaN
2024-02-01,2111,NaN
2024-03-01,1821,NaN
2024-04-01,1685,NaN
2024-05-01,1815,NaN
2024-06-03,2050,NaN
2024-07-01,1708,NaN
2024-08-01,1814,NaN
2024-09-02,2084,NaN
2024-10-01,1388,NaN
2024-11-01,1354,NaN
2024-12-02,997,NaN
2025-01-01,735,NaN
2025-02-03,1229,NaN
2025-03-03,1598,NaN
2025-04-01,1386,NaN
2025-05-01,1304,NaN
